paper_table,paper_row,comparison_tier,protocol,train_split,validation_split,eval_split,eval_denominator,seeds,seed_scope,output_mode,paper_metrics,artifact_metrics,numeric_match,method_code,evaluation_code,split_source,primary_result_artifact,per_seed_artifact,status,important_notes
VIII,AGPT released TransVG,released reference,local singleton-163 inference view,released pretraining/retraining provenance not locally controlled,released thresholds/checkpoint,163 phrases,163,released,released deterministic checkpoint/inference,one-box or parsed released output,mIoU=0.6803; Hit@0.3=0.9264; Hit@0.5=0.7853,mIoU=0.6803; Hit@0.3=0.9264; Hit@0.5=0.7853,True,scripts\run_agpt_singlebox_eval_v1.py ; third_party\AGPT,src\baseline_repro\evaluator.py,experiments\ms_cxr_medrpg_fair_retrain_final_v1\data\single_box_full_phrase\train.csv ; experiments\ms_cxr_medrpg_fair_retrain_final_v1\data\single_box_full_phrase\val.csv ; experiments\ms_cxr_medrpg_fair_retrain_final_v1\data\single_box_full_phrase\eval.csv,experiments\baseline_table_verified_refresh\20260724_v1\released_singlebox_888.csv,,REFERENCE_ONLY,Not a same-split controlled retrain. AGPT/M4CXR have training-overlap diagnostics; MAIRA-2 is cross-protocol; VICCA is inference-only.
VIII,M4CXR released,released reference,local singleton-163 inference view,released pretraining/retraining provenance not locally controlled,released thresholds/checkpoint,163 phrases,163,released,released deterministic checkpoint/inference,one-box or parsed released output,mIoU=0.5962; Hit@0.3=0.8834; Hit@0.5=0.6748,mIoU=0.5962; Hit@0.3=0.8834; Hit@0.5=0.6748,True,src\vlm_reference\m4cxr_runner.py ; third_party\M4CXR-TNNLS,src\baseline_repro\evaluator.py,experiments\ms_cxr_medrpg_fair_retrain_final_v1\data\single_box_full_phrase\train.csv ; experiments\ms_cxr_medrpg_fair_retrain_final_v1\data\single_box_full_phrase\val.csv ; experiments\ms_cxr_medrpg_fair_retrain_final_v1\data\single_box_full_phrase\eval.csv,experiments\baseline_table_verified_refresh\20260724_v1\released_singlebox_888.csv,,REFERENCE_ONLY,Not a same-split controlled retrain. AGPT/M4CXR have training-overlap diagnostics; MAIRA-2 is cross-protocol; VICCA is inference-only.
VIII,MAIRA-2 released,released reference,local singleton-163 inference view,released pretraining/retraining provenance not locally controlled,released thresholds/checkpoint,163 phrases,163,released,released deterministic checkpoint/inference,one-box or parsed released output,mIoU=0.5848; Hit@0.3=0.8528; Hit@0.5=0.6442,mIoU=0.5848; Hit@0.3=0.8528; Hit@0.5=0.6442,True,src\vlm_reference\maira2_runner.py,src\baseline_repro\evaluator.py,experiments\ms_cxr_medrpg_fair_retrain_final_v1\data\single_box_full_phrase\train.csv ; experiments\ms_cxr_medrpg_fair_retrain_final_v1\data\single_box_full_phrase\val.csv ; experiments\ms_cxr_medrpg_fair_retrain_final_v1\data\single_box_full_phrase\eval.csv,experiments\baseline_table_verified_refresh\20260724_v1\released_singlebox_888.csv,,REFERENCE_ONLY,Not a same-split controlled retrain. AGPT/M4CXR have training-overlap diagnostics; MAIRA-2 is cross-protocol; VICCA is inference-only.
VIII,VICCA released phrase grounder,released reference,local singleton-163 inference view,released pretraining/retraining provenance not locally controlled,released thresholds/checkpoint,163 phrases,163,released,released deterministic checkpoint/inference,one-box or parsed released output,mIoU=0.2553; Hit@0.3=0.3313; Hit@0.5=0.3006,mIoU=0.2553; Hit@0.3=0.3313; Hit@0.5=0.3006,True,src\vlm_reference\vicca_runner.py,src\baseline_repro\evaluator.py,experiments\ms_cxr_medrpg_fair_retrain_final_v1\data\single_box_full_phrase\train.csv ; experiments\ms_cxr_medrpg_fair_retrain_final_v1\data\single_box_full_phrase\val.csv ; experiments\ms_cxr_medrpg_fair_retrain_final_v1\data\single_box_full_phrase\eval.csv,experiments\baseline_table_verified_refresh\20260724_v1\released_singlebox_888.csv,,REFERENCE_ONLY,Not a same-split controlled retrain. AGPT/M4CXR have training-overlap diagnostics; MAIRA-2 is cross-protocol; VICCA is inference-only.
IX,MAIRA-2 released,released reference,1444 eval inference view,released pretraining/retraining provenance not locally controlled,released thresholds/checkpoint,220 groups / 280 boxes,220 groups / 280 boxes,released,released deterministic checkpoint/inference,released parsed output,C-IoU=0.5692; U-IoU=0.5717; F1@0.3=0.8400; F1@0.5=0.6139,C-IoU=0.5692; U-IoU=0.5717; F1@0.3=0.8400; F1@0.5=0.6139,True,src\vlm_reference\maira2_runner.py,src\baseline_repro\evaluator.py,training\three_task_clueground_vfm_finding_conditioned_canonical_v3\protocols\task_isolated\mscxr_multibox_1444\train_inputs.jsonl ; training\three_task_clueground_vfm_finding_conditioned_canonical_v3\protocols\task_isolated\mscxr_multibox_1444\val_inputs.jsonl ; training\three_task_clueground_vfm_finding_conditioned_canonical_v3\protocols\task_isolated\mscxr_multibox_1444\eval_inputs.jsonl,experiments\baseline_table_verified_refresh\20260724_v1\released_multibox_1444.csv,,REFERENCE_ONLY,Not a same-split controlled retrain; keep separate from Tables I-II.
IX,M4CXR released,released reference,1444 eval inference view,released pretraining/retraining provenance not locally controlled,released thresholds/checkpoint,220 groups / 280 boxes,220 groups / 280 boxes,released,released deterministic checkpoint/inference,released parsed output,C-IoU=0.4986; U-IoU=0.5115; F1@0.3=0.7758; F1@0.5=0.5705,C-IoU=0.4986; U-IoU=0.5115; F1@0.3=0.7758; F1@0.5=0.5705,True,src\vlm_reference\m4cxr_runner.py ; third_party\M4CXR-TNNLS,src\baseline_repro\evaluator.py,training\three_task_clueground_vfm_finding_conditioned_canonical_v3\protocols\task_isolated\mscxr_multibox_1444\train_inputs.jsonl ; training\three_task_clueground_vfm_finding_conditioned_canonical_v3\protocols\task_isolated\mscxr_multibox_1444\val_inputs.jsonl ; training\three_task_clueground_vfm_finding_conditioned_canonical_v3\protocols\task_isolated\mscxr_multibox_1444\eval_inputs.jsonl,experiments\baseline_table_verified_refresh\20260724_v1\released_multibox_1444.csv,,REFERENCE_ONLY,Not a same-split controlled retrain; keep separate from Tables I-II.
IX,AGPT released TransVG forced one-box,released reference,1444 eval inference view,released pretraining/retraining provenance not locally controlled,released thresholds/checkpoint,220 groups / 280 boxes,220 groups / 280 boxes,released,released deterministic checkpoint/inference,forced one-box,C-IoU=0.4858; U-IoU=0.4939; F1@0.3=0.7500; F1@0.5=0.5500,C-IoU=0.4858; U-IoU=0.4939; F1@0.3=0.7500; F1@0.5=0.5500,True,scripts\compile_agpt_forced_multibox_reference_v1.py ; third_party\AGPT,src\baseline_repro\evaluator.py,training\three_task_clueground_vfm_finding_conditioned_canonical_v3\protocols\task_isolated\mscxr_multibox_1444\train_inputs.jsonl ; training\three_task_clueground_vfm_finding_conditioned_canonical_v3\protocols\task_isolated\mscxr_multibox_1444\val_inputs.jsonl ; training\three_task_clueground_vfm_finding_conditioned_canonical_v3\protocols\task_isolated\mscxr_multibox_1444\eval_inputs.jsonl,experiments\baseline_table_verified_refresh\20260724_v1\released_multibox_1444.csv,,REFERENCE_ONLY,Not a same-split controlled retrain; keep separate from Tables I-II.
IX,VICCA released phrase grounder,released reference,1444 eval inference view,released pretraining/retraining provenance not locally controlled,released thresholds/checkpoint,220 groups / 280 boxes,220 groups / 280 boxes,released,released deterministic checkpoint/inference,released parsed output,C-IoU=0.2454; U-IoU=0.2279; F1@0.3=0.1727; F1@0.5=0.1547,C-IoU=0.2454; U-IoU=0.2279; F1@0.3=0.1727; F1@0.5=0.1547,True,src\vlm_reference\vicca_runner.py,src\baseline_repro\evaluator.py,training\three_task_clueground_vfm_finding_conditioned_canonical_v3\protocols\task_isolated\mscxr_multibox_1444\train_inputs.jsonl ; training\three_task_clueground_vfm_finding_conditioned_canonical_v3\protocols\task_isolated\mscxr_multibox_1444\val_inputs.jsonl ; training\three_task_clueground_vfm_finding_conditioned_canonical_v3\protocols\task_isolated\mscxr_multibox_1444\eval_inputs.jsonl,experiments\baseline_table_verified_refresh\20260724_v1\released_multibox_1444.csv,,REFERENCE_ONLY,Not a same-split controlled retrain; keep separate from Tables I-II.
X / Figure 2,Qualitative examples,qualitative,888 and 1444,,,selected examples,not a metric,42 sources used by current local builder,qualitative source predictions,visual overlays,none,none,True,paper_drafts\clueground_vfm_overleaf_v1\scripts\build_qualitative_example_library.py,,,paper_drafts\clueground_vfm_overleaf_v1\figures\qualitative_example_library,,SOURCE_GAP,The exact TeX/figure source embedded in the current PDF was not found. The local library and builder are the closest traceable sources and may represent an earlier layout.
I (revised),ClueGround (learned re-ranker),controlled local - ours,canonical-1444,813 groups / 996 boxes,124 groups / 164 boxes,220 groups / 280 boxes,220 phrase groups / 280 GT boxes,13/42/2026,"seed-specific YOLO detectors, RAD-DINO head, re-ranker, alpha and fusion calibration for 13/42/2026; no shared auxiliary assets",variable set,C-IoU=0.5419 +/- 0.0034; U-IoU=0.5433 +/- 0.0050; F1@0.3=0.7873; F1@0.5=0.6246,C-IoU=0.5419 +/- 0.0034; U-IoU=0.5433 +/- 0.0050; F1@0.3=0.7873; F1@0.5=0.6246,True,scripts\run_clueground_canonical_learned_reranker_3seed_v1.py (--variants learned --no-aux-assets --alpha-selection val),src\baseline_repro\evaluator.py ; scripts\compare_clueground_vs_medgrounder_ci_v1.py,"training\three_task_clueground_vfm_finding_conditioned_canonical_v3\protocols\task_isolated\mscxr_multibox_1444\{train,val,eval}_inputs.jsonl",experiments\clueground_canonical_learned_reranker_noaux_assets_v1\FINAL_STATUS.json,results\main\clueground_1444_reranker_per_seed.csv,VERIFIED,"Main 1444 number of the revised manuscript. HGB scorer selected by 5-fold subject-grouped CV on train813 for every seed; alpha in {1.5, 2, 3} per seed on val124; gold-mutation audit 3/3 pass. Paired CIs vs MedGrounder include zero (results/comparison)."
I (revised),ClueGround (learned re-ranker),controlled local - ours,direct-888,638 phrases,87 phrases,163 phrases,163,13/42/2026,YOLO/RAD-DINO upstream 13/42/2026; re-ranker trained on train638; alpha on val87,variable-cardinality prediction saved; top-ranked box evaluated,mIoU=0.5539 +/- 0.0172; Hit@0.3=0.7996; Hit@0.5=0.6033,mIoU=0.5539 +/- 0.0172; Hit@0.3=0.7996; Hit@0.5=0.6033,True,scripts\run_clueground_direct888_learned_reranker_3seed_v1.py,src\baseline_repro\evaluator.py ; scripts\compare_direct888_ci_v1.py,"experiments\ms_cxr_medrpg_fair_retrain_final_v1\data\single_box_full_phrase\{train,val,eval}.csv",experiments\clueground_direct888_learned_reranker_3seed_v1\FINAL_STATUS.json,results\main\clueground_888_reranker_per_seed.csv,VERIFIED,Scorer family per seed: extra/hgb/hgb; alpha 1.5/6/4. MedRPG and TransVG remain higher on 888; paired CIs in results/comparison.
II (revised),YOLO only,component ablation,canonical-1444,813 groups / 996 boxes,124 groups / 164 boxes,220 groups / 280 boxes,220 phrase groups / 280 GT boxes,13/42/2026,13/42/2026; same seed-specific upstream as the main run,variable set,C-IoU=0.5229 +/- 0.0149; U-IoU=0.5232; F1@0.3=0.7625; F1@0.5=0.6148,C-IoU=0.5229 +/- 0.0149; U-IoU=0.5232; F1@0.3=0.7625; F1@0.5=0.6148,True,scripts\run_clueground_reranker_ablations_v1.py,src\baseline_repro\evaluator.py ; scripts\compare_clueground_vs_medgrounder_ci_v1.py,"training\three_task_clueground_vfm_finding_conditioned_canonical_v3\protocols\task_isolated\mscxr_multibox_1444\{train,val,eval}_inputs.jsonl",results\ablations\reranker_component_query_1444.csv,experiments\clueground_reranker_ablations_v1\per_seed_rows.csv,VERIFIED,YOLO-only retrains the scorer without dino_iou and re-selects alpha/calibration on val; RAD-DINO-only evaluates the RAD-DINO box alone; no-re-ranker row is the sealed hybrid-v4 (hand-weighted score).
II (revised),YOLO only,component ablation,direct-888,638 phrases,87 phrases,163 phrases,163,13/42/2026,13/42/2026,top-ranked box evaluated,mIoU=0.5391 +/- 0.0063; Hit@0.3=0.7587; Hit@0.5=0.6217,mIoU=0.5391 +/- 0.0063; Hit@0.3=0.7587; Hit@0.5=0.6217,True,scripts\run_clueground_reranker_ablations_888_v1.py,src\baseline_repro\evaluator.py ; scripts\compare_direct888_ci_v1.py,"experiments\ms_cxr_medrpg_fair_retrain_final_v1\data\single_box_full_phrase\{train,val,eval}.csv",results\ablations\reranker_component_query_888.csv,experiments\clueground_reranker_ablations_888_v1\per_seed_rows.csv,VERIFIED,Positive control reproduces the sealed re-ranker exactly with frozen downstream parameters.
II (revised),RAD-DINO only,component ablation,canonical-1444,813 groups / 996 boxes,124 groups / 164 boxes,220 groups / 280 boxes,220 phrase groups / 280 GT boxes,13/42/2026,13/42/2026; same seed-specific upstream as the main run,single box,C-IoU=0.4066 +/- 0.0075; U-IoU=0.4484; F1@0.3=0.6376; F1@0.5=0.3783,C-IoU=0.4066 +/- 0.0075; U-IoU=0.4484; F1@0.3=0.6376; F1@0.5=0.3783,True,scripts\run_clueground_reranker_ablations_v1.py,src\baseline_repro\evaluator.py ; scripts\compare_clueground_vs_medgrounder_ci_v1.py,"training\three_task_clueground_vfm_finding_conditioned_canonical_v3\protocols\task_isolated\mscxr_multibox_1444\{train,val,eval}_inputs.jsonl",results\ablations\reranker_component_query_1444.csv,experiments\clueground_reranker_ablations_v1\per_seed_rows.csv,VERIFIED,YOLO-only retrains the scorer without dino_iou and re-selects alpha/calibration on val; RAD-DINO-only evaluates the RAD-DINO box alone; no-re-ranker row is the sealed hybrid-v4 (hand-weighted score).
II (revised),RAD-DINO only,component ablation,direct-888,638 phrases,87 phrases,163 phrases,163,13/42/2026,13/42/2026,top-ranked box evaluated,mIoU=0.4717 +/- 0.0016; Hit@0.3=0.7382; Hit@0.5=0.4867,mIoU=0.4717 +/- 0.0016; Hit@0.3=0.7382; Hit@0.5=0.4867,True,scripts\run_clueground_reranker_ablations_888_v1.py,src\baseline_repro\evaluator.py ; scripts\compare_direct888_ci_v1.py,"experiments\ms_cxr_medrpg_fair_retrain_final_v1\data\single_box_full_phrase\{train,val,eval}.csv",results\ablations\reranker_component_query_888.csv,experiments\clueground_reranker_ablations_888_v1\per_seed_rows.csv,VERIFIED,Positive control reproduces the sealed re-ranker exactly with frozen downstream parameters.
II (revised),"YOLO + RAD-DINO, no re-ranker",component ablation,canonical-1444,813 groups / 996 boxes,124 groups / 164 boxes,220 groups / 280 boxes,220 phrase groups / 280 GT boxes,13/42/2026,13/42/2026; same seed-specific upstream as the main run,variable set,C-IoU=0.5210 +/- 0.0046; U-IoU=0.5206; F1@0.3=0.7627; F1@0.5=0.6003,C-IoU=0.5210 +/- 0.0046; U-IoU=0.5206; F1@0.3=0.7627; F1@0.5=0.6003,True,scripts\run_clueground_exact_hybrid_v4_direct_3seed_v1.py,src\baseline_repro\evaluator.py ; scripts\compare_clueground_vs_medgrounder_ci_v1.py,"training\three_task_clueground_vfm_finding_conditioned_canonical_v3\protocols\task_isolated\mscxr_multibox_1444\{train,val,eval}_inputs.jsonl",results\main\controlled_multibox_1444.csv,experiments\clueground_exact_hybrid_v4_route_specific_3seed_v3,VERIFIED,YOLO-only retrains the scorer without dino_iou and re-selects alpha/calibration on val; RAD-DINO-only evaluates the RAD-DINO box alone; no-re-ranker row is the sealed hybrid-v4 (hand-weighted score).
II (revised),"YOLO + RAD-DINO, no re-ranker",component ablation,direct-888,638 phrases,87 phrases,163 phrases,163,13/42/2026,13/42/2026,top-ranked box evaluated,mIoU=0.5486 +/- 0.0107; Hit@0.3=0.7730; Hit@0.5=0.6258,mIoU=0.5486 +/- 0.0107; Hit@0.3=0.7730; Hit@0.5=0.6258,True,scripts\run_clueground_exact_hybrid_v4_direct_3seed_v1.py,src\baseline_repro\evaluator.py ; scripts\compare_direct888_ci_v1.py,"experiments\ms_cxr_medrpg_fair_retrain_final_v1\data\single_box_full_phrase\{train,val,eval}.csv",results\main\controlled_singlebox_888.csv,experiments\clueground_exact_hybrid_v4_route_specific_3seed_v3,VERIFIED,Positive control reproduces the sealed re-ranker exactly with frozen downstream parameters.
III (revised),Full query,RAD-DINO query ablation,direct-888,638 phrases,87 phrases,163 phrases,163,13/42/2026,"13/42/2026; inference-time query masking, checkpoint fixed",top-ranked box evaluated,mIoU=0.5539 +/- 0.0172; Hit@0.3=0.7996; Hit@0.5=0.6033,mIoU=0.5539 +/- 0.0172; Hit@0.3=0.7996; Hit@0.5=0.6033,True,scripts\run_clueground_reranker_ablations_888_v1.py,src\baseline_repro\evaluator.py ; scripts\compare_direct888_ci_v1.py,"experiments\ms_cxr_medrpg_fair_retrain_final_v1\data\single_box_full_phrase\{train,val,eval}.csv",results\ablations\reranker_component_query_888.csv,experiments\clueground_reranker_ablations_888_v1\per_seed_rows.csv,VERIFIED,"Scorer, alpha, calibration and set parameters frozen; only the RAD-DINO box (and therefore dino_iou and the fusion input) changes."
IV (revised),Full query,RAD-DINO query ablation,canonical-1444,813 groups / 996 boxes,124 groups / 164 boxes,220 groups / 280 boxes,220 phrase groups / 280 GT boxes,13/42/2026,"13/42/2026; inference-time query masking, checkpoint fixed",variable set,C-IoU=0.5419 +/- 0.0034; U-IoU=0.5433; F1@0.3=0.7873; F1@0.5=0.6246,C-IoU=0.5419 +/- 0.0034; U-IoU=0.5433; F1@0.3=0.7873; F1@0.5=0.6246,True,scripts\run_clueground_reranker_ablations_v1.py,src\baseline_repro\evaluator.py ; scripts\compare_clueground_vs_medgrounder_ci_v1.py,"training\three_task_clueground_vfm_finding_conditioned_canonical_v3\protocols\task_isolated\mscxr_multibox_1444\{train,val,eval}_inputs.jsonl",results\ablations\reranker_component_query_1444.csv,experiments\clueground_reranker_ablations_v1\per_seed_rows.csv,VERIFIED,"Scorer, alpha, calibration and set parameters frozen; only the RAD-DINO box changes."
III (revised),Image + finding,RAD-DINO query ablation,direct-888,638 phrases,87 phrases,163 phrases,163,13/42/2026,"13/42/2026; inference-time query masking, checkpoint fixed",top-ranked box evaluated,mIoU=0.4907 +/- 0.0301; Hit@0.3=0.6994; Hit@0.5=0.5460,mIoU=0.4907 +/- 0.0301; Hit@0.3=0.6994; Hit@0.5=0.5460,True,scripts\run_clueground_reranker_ablations_888_v1.py,src\baseline_repro\evaluator.py ; scripts\compare_direct888_ci_v1.py,"experiments\ms_cxr_medrpg_fair_retrain_final_v1\data\single_box_full_phrase\{train,val,eval}.csv",results\ablations\reranker_component_query_888.csv,experiments\clueground_reranker_ablations_888_v1\per_seed_rows.csv,VERIFIED,"Scorer, alpha, calibration and set parameters frozen; only the RAD-DINO box (and therefore dino_iou and the fusion input) changes."
IV (revised),Image + finding,RAD-DINO query ablation,canonical-1444,813 groups / 996 boxes,124 groups / 164 boxes,220 groups / 280 boxes,220 phrase groups / 280 GT boxes,13/42/2026,"13/42/2026; inference-time query masking, checkpoint fixed",variable set,C-IoU=0.4959 +/- 0.0187; U-IoU=0.4971; F1@0.3=0.7037; F1@0.5=0.5663,C-IoU=0.4959 +/- 0.0187; U-IoU=0.4971; F1@0.3=0.7037; F1@0.5=0.5663,True,scripts\run_clueground_reranker_ablations_v1.py,src\baseline_repro\evaluator.py ; scripts\compare_clueground_vs_medgrounder_ci_v1.py,"training\three_task_clueground_vfm_finding_conditioned_canonical_v3\protocols\task_isolated\mscxr_multibox_1444\{train,val,eval}_inputs.jsonl",results\ablations\reranker_component_query_1444.csv,experiments\clueground_reranker_ablations_v1\per_seed_rows.csv,VERIFIED,"Scorer, alpha, calibration and set parameters frozen; only the RAD-DINO box changes."
III (revised),-f,RAD-DINO query ablation,direct-888,638 phrases,87 phrases,163 phrases,163,13/42/2026,"13/42/2026; inference-time query masking, checkpoint fixed",top-ranked box evaluated,mIoU=0.5392 +/- 0.0113; Hit@0.3=0.7832; Hit@0.5=0.5971,mIoU=0.5392 +/- 0.0113; Hit@0.3=0.7832; Hit@0.5=0.5971,True,scripts\run_clueground_reranker_ablations_888_v1.py,src\baseline_repro\evaluator.py ; scripts\compare_direct888_ci_v1.py,"experiments\ms_cxr_medrpg_fair_retrain_final_v1\data\single_box_full_phrase\{train,val,eval}.csv",results\ablations\reranker_component_query_888.csv,experiments\clueground_reranker_ablations_888_v1\per_seed_rows.csv,VERIFIED,"Scorer, alpha, calibration and set parameters frozen; only the RAD-DINO box (and therefore dino_iou and the fusion input) changes."
IV (revised),-f,RAD-DINO query ablation,canonical-1444,813 groups / 996 boxes,124 groups / 164 boxes,220 groups / 280 boxes,220 phrase groups / 280 GT boxes,13/42/2026,"13/42/2026; inference-time query masking, checkpoint fixed",variable set,C-IoU=0.5330 +/- 0.0066; U-IoU=0.5353; F1@0.3=0.7734; F1@0.5=0.6166,C-IoU=0.5330 +/- 0.0066; U-IoU=0.5353; F1@0.3=0.7734; F1@0.5=0.6166,True,scripts\run_clueground_reranker_ablations_v1.py,src\baseline_repro\evaluator.py ; scripts\compare_clueground_vs_medgrounder_ci_v1.py,"training\three_task_clueground_vfm_finding_conditioned_canonical_v3\protocols\task_isolated\mscxr_multibox_1444\{train,val,eval}_inputs.jsonl",results\ablations\reranker_component_query_1444.csv,experiments\clueground_reranker_ablations_v1\per_seed_rows.csv,VERIFIED,"Scorer, alpha, calibration and set parameters frozen; only the RAD-DINO box changes."
III (revised),-laterality,RAD-DINO query ablation,direct-888,638 phrases,87 phrases,163 phrases,163,13/42/2026,"13/42/2026; inference-time query masking, checkpoint fixed",top-ranked box evaluated,mIoU=0.5401 +/- 0.0205; Hit@0.3=0.7751; Hit@0.5=0.5971,mIoU=0.5401 +/- 0.0205; Hit@0.3=0.7751; Hit@0.5=0.5971,True,scripts\run_clueground_reranker_ablations_888_v1.py,src\baseline_repro\evaluator.py ; scripts\compare_direct888_ci_v1.py,"experiments\ms_cxr_medrpg_fair_retrain_final_v1\data\single_box_full_phrase\{train,val,eval}.csv",results\ablations\reranker_component_query_888.csv,experiments\clueground_reranker_ablations_888_v1\per_seed_rows.csv,VERIFIED,"Scorer, alpha, calibration and set parameters frozen; only the RAD-DINO box (and therefore dino_iou and the fusion input) changes."
IV (revised),-laterality,RAD-DINO query ablation,canonical-1444,813 groups / 996 boxes,124 groups / 164 boxes,220 groups / 280 boxes,220 phrase groups / 280 GT boxes,13/42/2026,"13/42/2026; inference-time query masking, checkpoint fixed",variable set,C-IoU=0.5262 +/- 0.0049; U-IoU=0.5286; F1@0.3=0.7642; F1@0.5=0.6067,C-IoU=0.5262 +/- 0.0049; U-IoU=0.5286; F1@0.3=0.7642; F1@0.5=0.6067,True,scripts\run_clueground_reranker_ablations_v1.py,src\baseline_repro\evaluator.py ; scripts\compare_clueground_vs_medgrounder_ci_v1.py,"training\three_task_clueground_vfm_finding_conditioned_canonical_v3\protocols\task_isolated\mscxr_multibox_1444\{train,val,eval}_inputs.jsonl",results\ablations\reranker_component_query_1444.csv,experiments\clueground_reranker_ablations_v1\per_seed_rows.csv,VERIFIED,"Scorer, alpha, calibration and set parameters frozen; only the RAD-DINO box changes."
III (revised),-vertical,RAD-DINO query ablation,direct-888,638 phrases,87 phrases,163 phrases,163,13/42/2026,"13/42/2026; inference-time query masking, checkpoint fixed",top-ranked box evaluated,mIoU=0.5471 +/- 0.0123; Hit@0.3=0.7894; Hit@0.5=0.6012,mIoU=0.5471 +/- 0.0123; Hit@0.3=0.7894; Hit@0.5=0.6012,True,scripts\run_clueground_reranker_ablations_888_v1.py,src\baseline_repro\evaluator.py ; scripts\compare_direct888_ci_v1.py,"experiments\ms_cxr_medrpg_fair_retrain_final_v1\data\single_box_full_phrase\{train,val,eval}.csv",results\ablations\reranker_component_query_888.csv,experiments\clueground_reranker_ablations_888_v1\per_seed_rows.csv,VERIFIED,"Scorer, alpha, calibration and set parameters frozen; only the RAD-DINO box (and therefore dino_iou and the fusion input) changes."
IV (revised),-vertical,RAD-DINO query ablation,canonical-1444,813 groups / 996 boxes,124 groups / 164 boxes,220 groups / 280 boxes,220 phrase groups / 280 GT boxes,13/42/2026,"13/42/2026; inference-time query masking, checkpoint fixed",variable set,C-IoU=0.5388 +/- 0.0026; U-IoU=0.5405; F1@0.3=0.7822; F1@0.5=0.6187,C-IoU=0.5388 +/- 0.0026; U-IoU=0.5405; F1@0.3=0.7822; F1@0.5=0.6187,True,scripts\run_clueground_reranker_ablations_v1.py,src\baseline_repro\evaluator.py ; scripts\compare_clueground_vs_medgrounder_ci_v1.py,"training\three_task_clueground_vfm_finding_conditioned_canonical_v3\protocols\task_isolated\mscxr_multibox_1444\{train,val,eval}_inputs.jsonl",results\ablations\reranker_component_query_1444.csv,experiments\clueground_reranker_ablations_v1\per_seed_rows.csv,VERIFIED,"Scorer, alpha, calibration and set parameters frozen; only the RAD-DINO box changes."
III (revised),-severity,RAD-DINO query ablation,direct-888,638 phrases,87 phrases,163 phrases,163,13/42/2026,"13/42/2026; inference-time query masking, checkpoint fixed",top-ranked box evaluated,mIoU=0.5510 +/- 0.0145; Hit@0.3=0.7955; Hit@0.5=0.6012,mIoU=0.5510 +/- 0.0145; Hit@0.3=0.7955; Hit@0.5=0.6012,True,scripts\run_clueground_reranker_ablations_888_v1.py,src\baseline_repro\evaluator.py ; scripts\compare_direct888_ci_v1.py,"experiments\ms_cxr_medrpg_fair_retrain_final_v1\data\single_box_full_phrase\{train,val,eval}.csv",results\ablations\reranker_component_query_888.csv,experiments\clueground_reranker_ablations_888_v1\per_seed_rows.csv,VERIFIED,"Scorer, alpha, calibration and set parameters frozen; only the RAD-DINO box (and therefore dino_iou and the fusion input) changes."
IV (revised),-severity,RAD-DINO query ablation,canonical-1444,813 groups / 996 boxes,124 groups / 164 boxes,220 groups / 280 boxes,220 phrase groups / 280 GT boxes,13/42/2026,"13/42/2026; inference-time query masking, checkpoint fixed",variable set,C-IoU=0.5393 +/- 0.0016; U-IoU=0.5405; F1@0.3=0.7865; F1@0.5=0.6272,C-IoU=0.5393 +/- 0.0016; U-IoU=0.5405; F1@0.3=0.7865; F1@0.5=0.6272,True,scripts\run_clueground_reranker_ablations_v1.py,src\baseline_repro\evaluator.py ; scripts\compare_clueground_vs_medgrounder_ci_v1.py,"training\three_task_clueground_vfm_finding_conditioned_canonical_v3\protocols\task_isolated\mscxr_multibox_1444\{train,val,eval}_inputs.jsonl",results\ablations\reranker_component_query_1444.csv,experiments\clueground_reranker_ablations_v1\per_seed_rows.csv,VERIFIED,"Scorer, alpha, calibration and set parameters frozen; only the RAD-DINO box changes."
III (revised),-uncertainty,RAD-DINO query ablation,direct-888,638 phrases,87 phrases,163 phrases,163,13/42/2026,"13/42/2026; inference-time query masking, checkpoint fixed",top-ranked box evaluated,mIoU=0.5532 +/- 0.0168; Hit@0.3=0.7996; Hit@0.5=0.6012,mIoU=0.5532 +/- 0.0168; Hit@0.3=0.7996; Hit@0.5=0.6012,True,scripts\run_clueground_reranker_ablations_888_v1.py,src\baseline_repro\evaluator.py ; scripts\compare_direct888_ci_v1.py,"experiments\ms_cxr_medrpg_fair_retrain_final_v1\data\single_box_full_phrase\{train,val,eval}.csv",results\ablations\reranker_component_query_888.csv,experiments\clueground_reranker_ablations_888_v1\per_seed_rows.csv,VERIFIED,"Scorer, alpha, calibration and set parameters frozen; only the RAD-DINO box (and therefore dino_iou and the fusion input) changes."
